tweet,label
""": And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",profane
""": tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",not profane
""": my pussy sweet like watermelon http://t.co/SKlPh3TtoG"" Thotermelon",profane
""": When twitter rappers dm me their trash links http://t.co/35nMR4AUQg""",not profane
""": loud bitches annoy me""",profane
""": Eventually every bitch turns into that hoe."" # Truuu",profane
""": "": "": I swear if oomf try talking to me tomorrow.."" @"" "" pussy",profane
""": You bitches be pretending to be TF crazy.."" You ain't never lied...",profane
""": k bye hoe"" um bye ..",profane
""": Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",profane
""": ima keep on giving these pussy ass niggas ah reason to hate !""",profane
""": Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",not profane
""": Stacey Dash won &#128166; http://t.co/PDLG46rjOL"" baddest bitch evaaaa",profane
""": Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;",profane
""": Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg"" Lmao &#128553;&#128514;",profane
""": Fuck wit us and then we tweakin hoe"" shmurda!",profane
""": We actin like it's the 7th day http://t.co/s9gMtEvpaT"" &#128123;spook",not profane
""": I'll break that lil bitch neck and won't even feel sorry about it"" Savage",profane
""": This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies",profane
""": Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too.",profane
""": I can turn yo bitch into a eaterrrrrrrrr""",profane
""": I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn",profane
""": &#8220;: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard",profane
""": Now u got what u want bitch ! Enjoy it http://t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend.",profane
""": colored contacts in your eyes? blinders on mine. cause i can't see you at all."" Lmao",not profane
""": Facts "": Only the dudes with hoes say they don't got hoes&#8221;""",profane
""": I'm rea start smacking bitches period !"" Bluffin at its best",profane
""": Lifes a bitch, and then you die Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:",profane
""": One of us is on drugs, and its me but you're still wrong &#128514; "" hahahahahahah im a bitch sometimes (:",profane
""": I'm feeling pretty fuckin ghetto"" Smh",profane
""": "": "": "": swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",not profane
""": This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah",profane
""": H.G.Wells and Charlie Chaplin http://t.co/sTiDDHK3WT"" #History #Photography",not profane
""": All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)",profane
""": I'm about to cool faggot chill"" tf is cool nigga",profane
""": I'm so sure bitch"" frfr tf",profane
""": Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet.",profane
""": Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD",profane
""": Grudges are for weirdos""and bitches",profane
""": I told Mariam to but cigarettes for her birthday"" You also called me trash rn",not profane
""": brownies tonight"" what kind?!?!",not profane
""": No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",profane
""": Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!",profane
""": using y=mx+b to find the slope of that ass""",profane
""": Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",not profane
""": Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear",profane
""": Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",profane
""": Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too.",profane
""": Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;""",profane
""": &#8220;: So hot!! RT : Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker",profane
""": &#8220;: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is""",profane
""": ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",not profane
""": Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",profane
""": I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",profane
""": "": yasss"" *trys new things with bestfriend*"" *bitch who do you love*",profane
""": Dude remember this wop video? http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",not profane
""": Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout.",profane
""": RAWR!! RT : ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",not profane
""": Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;",profane
""": if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha",profane
""": Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;",profane
""": Hardcore way to eat Mac and cheese 1. Boil water 2. Snort cheese powder 3. Drink boiling water 4. Fuck bitches""",profane
""": #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",profane
""": annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!",profane
""": http://t.co/aQKGOrAUxx"" Lmao bitch got on some huggies",profane
""": Hi bitch No bitch Bye bitch"" http://t.co/RbcRXMRtQP",profane
""": does he look like a bitch?""",profane
""": Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;",profane
""": can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*",profane
""": "": "": I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker.",profane
""": These newly gay bitches don't kno how shit works""",profane
""": When a bitch don't want a real job they just become strippers lol"" lol.",profane
""": Awww Meat Meat In His Feelins""i ainn n my feelings bitch",profane
""": I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;",profane
""": Baby albino &#128034; http://t.co/2tYTQJ3fec""",not profane
""": these hoes ain't loyal.""",profane
""": YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck",profane
""": I made that bitch lunch. "" Bitches love lunch.",profane
"""A NO BRAINER"" But as soon as this bitch gets rich in political power, her views will change! POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;",profane
"""A pussy a day keeps the devil away"" -",profane
"""Ain't that about a bitch""... What does that mean?",profane
"""All these bitches want a baby, I don't want no children.""",profane
"""And bitch you must be lost"" &#128514;&#128514;",profane
"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do",profane
"""Bae"" sounds like such a ghetto word. Use something else",not profane
"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.",profane
"""Bleed out hoe!!!"" -Alexa",profane
"""Boolin' in the bando wit a few bitches""",profane
"""Brownies for my brownie"" I love this movie. &#128517;",not profane
"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday",profane
"""By the way we do punch bitches.""",profane
"""Caesar is home"" RT : &#8220;: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;""",profane
"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS",not profane
"""Dad say hi to my snapchat"" Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;",profane
"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes""",profane
"""Don't know no ugly bitches! Don't know no broke niggas!""--",profane
"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd",profane
"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",profane
"""Don't you ever give my pussy away. You keep it tight, alright?""",profane
"""Dropped a stack cause bitch I'm ON"". - Song called ""Dope"". Download the mixtape here: http://t.co/LaCZ1e6TG7",profane
"""Dumb bitches do dumb things""",profane
"""Eat the pussy like a real nigga hungry""",profane
"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV",profane
"""Everything look better with a bitch next to it""",profane
"""Facto : Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf""",profane
"""For every bad bitch there is a nigga tired of fucking her""",profane
"""Foreign chick, no lie.. Man that bitch Beautiful""",profane
"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A",profane
"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku""",profane
"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",not profane
"""Get me that shit bitch you is fine bear""",profane
"""Get your ass back to Detroit ya fuckin' wigger!""",profane
"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe""",profane
"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please",profane
"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?""",profane
"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",profane
"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus",profane
"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;",profane
"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone",profane
"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",profane
"""Hey pussy you still there?""",profane
"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx",not profane
"""How hotter than is it?"" ""A bitch.""",profane
"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em""",profane
"""How you doing, crazy bitch?"" is hilarious!",profane
"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!"" Like, negro... one of the first things they LOOK at is shoes, dog",profane
"""I am a thrill billy..with a hillbilly heart."" -. HAHAHAHAHA Jesus Murphy!",not profane
"""I call him my bitch""",profane
"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa",profane
"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista",profane
"""I don't love these hoes, baby It's me and you forever""",profane
"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;",profane
"""I dont have hoes"" &#128564;",profane
"""I found a new way to chug you have to open your mouth alot"" #shitallysays",not profane
"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her""",profane
"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",profane
"""I got a sister, she told me stop calling women bitches..""",profane
"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!",profane
"""I had a bitch that had a bitch, had the bitch eating halibut.."" - #FreshRhymes #JerkSquad #SlowStir",profane
"""I have this lady-love She's married, but I still wanna bang her She won't have sex with me What a bitch"" ~A troubadour, probably",profane
